"","Duration","Proto","SrcPt","DstPt","Packets","Bytes","Flags","Tos","class","Packets_speed","Bytes_speed","Hour","Min","Sec","Day"
"2574",0.017,6,443,45036,3,229,25,32,0,176.470588235294,13470.5882352941,10,22,14,6
"2575",0,6,56894,443,1,66,16,0,0,10000,660000,16,12,28,5
"2576",0,17,53425,53,1,87,0,0,0,10000,870000,9,9,5,6
"2577",0,6,58882,80,1,55,16,0,0,10000,550000,10,14,46,6
"2578",0.029,6,443,44460,3,193,25,32,0,103.448275862069,6655.1724137931,6,15,1,6
"2579",0,6,38510,80,1,66,16,0,0,10000,660000,7,43,57,5
"2580",0.12,6,53970,443,12,1702,26,0,0,100,14183.3333333333,13,55,4,5
"2581",0,6,443,35359,1,66,16,0,0,10000,660000,15,28,44,5
"2582",0,6,39940,80,1,66,16,0,0,10000,660000,11,23,46,5
"2583",0.062,6,443,37168,5,507,24,32,0,80.6451612903226,8177.41935483871,10,58,6,5
"2584",0,6,80,51822,1,66,16,32,0,10000,660000,12,10,34,5
"2585",0.836,6,48945,443,11,1085,27,0,0,13.1578947368421,1297.84688995215,9,0,34,5
"2586",0,6,443,56226,1,66,16,0,0,10000,660000,9,58,8,6
"2587",0,6,80,46969,1,66,16,32,0,10000,660000,11,42,35,5
"2588",0.231,6,49368,443,3,664,24,0,0,12.987012987013,2874.45887445887,10,40,46,6
"2589",0,6,443,44093,2,163,25,32,0,20000,1630000,11,47,18,5
"2590",1.484,6,51718,80,118,10160,26,0,0,79.5148247978437,6846.36118598383,15,36,15,5
"2591",0.183,6,443,50353,2,163,25,32,0,10.9289617486339,890.710382513661,16,50,53,5
"2592",0,6,34011,80,1,66,16,0,0,10000,660000,8,53,18,5
"2593",0,17,56935,53,2,174,0,0,0,20000,1740000,7,37,5,5
"2594",0,17,63229,53,1,89,0,0,0,10000,890000,15,41,22,5
"2595",0,17,53,52985,2,223,0,0,0,20000,2230000,10,41,23,6
"2596",0,6,80,55105,1,66,17,32,0,10000,660000,14,23,53,5
"2597",0,6,445,44606,1,108,24,0,0,10000,1080000,15,4,44,5
"2598",0,6,59317,80,1,55,16,0,0,10000,550000,10,43,23,6
"2599",0,6,54759,80,1,55,16,0,0,10000,550000,15,33,48,5
"2600",0,6,80,59053,1,74,18,0,0,10000,740000,17,34,22,5
"2601",0,6,36716,80,1,74,2,0,0,10000,740000,12,0,55,5
"2602",0,6,445,36437,1,108,24,0,0,10000,1080000,21,26,12,5
"2603",0,6,443,48061,1,66,16,32,0,10000,660000,13,49,9,5
"2604",0,6,80,40939,1,74,18,0,0,10000,740000,14,57,35,5
"2605",1.258,6,443,56617,26,43739,26,32,0,20.6677265500795,34768.680445151,17,22,3,5
"2606",0.023,6,42186,8082,2,338,24,0,0,86.9565217391304,14695.652173913,6,0,25,6
"2607",0,17,54590,53,1,84,0,0,0,10000,840000,15,49,7,5
"2608",0.1,6,59914,80,2,120,18,0,0,20,1200,10,13,44,6
"2609",0,6,80,54278,1,66,16,32,0,10000,660000,14,37,7,5
"2610",0.433,6,443,46653,2,108,17,32,0,4.6189376443418,249.422632794457,7,41,30,5
"2611",0,6,41773,443,1,66,16,0,0,10000,660000,9,2,32,5
"2612",0,6,443,41820,1,66,20,32,0,10000,660000,10,42,33,6
"2613",0.17,6,53217,443,2,166,24,0,0,11.7647058823529,976.470588235294,6,12,47,6
"2614",0.184,6,56966,443,14,2240,27,0,0,76.0869565217391,12173.9130434783,17,38,58,5
"2615",0,6,36408,80,1,66,16,0,0,10000,660000,9,1,5,5
"2616",0,6,80,58151,1,66,16,32,0,10000,660000,18,37,47,5
"2617",0,6,80,33874,1,66,16,32,0,10000,660000,15,19,56,5
"2618",0,6,443,59469,1,66,16,0,0,10000,660000,16,4,31,5
"2619",0.03,6,443,64405,4,259,25,32,0,133.333333333333,8633.33333333333,14,9,36,5
"2620",0.003,6,39467,445,2,174,24,0,0,666.666666666667,58000,3,5,40,5
"2621",0,6,80,51519,1,66,16,32,0,10000,660000,6,7,19,6
"2622",0,6,80,42022,1,66,17,32,0,10000,660000,10,21,37,5
"2623",0,6,57228,443,2,108,17,0,0,20000,1080000,10,10,53,5
"2624",1.215,6,43735,80,5,810,27,0,0,4.11522633744856,666.666666666667,11,23,46,5
"2625",0.622,6,61185,443,19,1888,26,0,0,30.5466237942122,3035.36977491961,10,23,28,5
"2626",0,6,443,50141,1,66,16,32,0,10000,660000,13,16,42,5
"2627",0.002,17,53,49234,2,288,0,0,0,1000,144000,9,46,28,5
"2628",0.041,6,58617,443,3,198,17,0,0,73.1707317073171,4829.26829268293,12,34,20,5
"2629",0,6,443,54309,1,66,16,32,0,10000,660000,11,43,26,5
"2630",0.023,6,48093,443,3,229,25,0,0,130.434782608696,9956.52173913043,15,10,49,5
"2631",0,17,60152,53,2,166,0,0,0,20000,1660000,16,17,12,5
"2632",0.061,6,80,34472,5,729,27,0,0,81.9672131147541,11950.8196721311,9,50,14,5
"2633",0,6,51694,443,1,66,16,0,0,10000,660000,14,11,11,5
"2634",0,6,59558,443,1,55,16,0,0,10000,550000,7,38,18,6
"2635",0.024,6,34661,443,2,727,24,0,0,83.3333333333333,30291.6666666667,6,53,47,6
"2636",0.269,6,53777,80,4,593,26,0,0,14.8698884758364,2204.46096654275,17,49,33,5
"2637",0,6,38670,443,1,54,16,0,0,10000,540000,6,14,22,6
"2638",0.36,6,80,38400,2,1235,24,32,0,5.55555555555556,3430.55555555556,12,1,36,5
"2639",0.539,6,80,52014,5,6718,24,32,0,9.27643784786642,12463.8218923933,17,12,31,5
"2640",0.042,17,53,55748,2,378,0,0,0,47.6190476190476,9000,13,11,7,5
"2641",0.015,17,53,37287,2,388,0,0,0,133.333333333333,25866.6666666667,10,40,10,6
"2642",0.072,6,443,59023,4,413,26,32,0,55.5555555555556,5736.11111111111,15,7,26,5
"2643",0,17,65424,53,1,80,0,0,0,10000,8e+05,10,20,57,5
"2644",0,6,443,39198,1,66,16,32,0,10000,660000,10,27,48,6
"2645",0,17,53,63624,1,243,0,0,0,10000,2430000,5,14,29,6
"2646",0,6,443,42373,1,66,16,32,0,10000,660000,15,55,21,5
"2647",0,6,59757,443,1,66,16,0,0,10000,660000,11,55,49,5
"2648",0.026,6,56100,443,5,906,26,0,0,192.307692307692,34846.1538461539,9,5,59,5
"2649",0.041,6,80,62778,3,499,26,0,0,73.1707317073171,12170.7317073171,16,57,49,5
"2650",0.002,6,80,38880,3,1181,24,32,0,1500,590500,8,36,10,5
"2651",0.892,6,55914,443,15,2133,26,0,0,16.8161434977578,2391.25560538117,7,20,59,5
"2652",0.166,6,443,62234,6,3084,26,32,0,36.144578313253,18578.313253012,10,33,31,6
"2653",0,6,443,60064,2,154,24,32,0,20000,1540000,15,51,25,5
"2654",0,6,55601,443,1,66,16,0,0,10000,660000,9,12,48,5
"2655",0,6,80,63591,1,66,16,32,0,10000,660000,13,9,34,5
"2656",0.032,17,53,47900,2,352,0,0,0,62.5,11000,12,14,58,5
"2657",0.626,6,443,50199,3,443,24,32,0,4.79233226837061,707.667731629393,9,1,38,5
"2658",0.318,6,80,59264,3,1003,26,32,0,9.43396226415094,3154.08805031447,18,44,42,5
"2659",0.421,6,443,47777,13,5015,27,32,0,30.8788598574822,11912.1140142518,13,37,2,5
"2660",0,17,57787,53,1,74,0,0,0,10000,740000,10,2,16,5
"2661",0.063,6,443,39345,5,3469,25,32,0,79.3650793650794,55063.4920634921,11,16,45,5
"2662",0,6,443,55235,1,66,16,0,0,10000,660000,17,5,48,5
"2663",0.037,6,49505,80,3,1670,24,0,0,81.0810810810811,45135.1351351351,8,38,37,5
"2664",0,17,53,51267,2,208,0,0,0,20000,2080000,10,19,20,5
"2665",0,6,36919,80,1,66,16,0,0,10000,660000,14,34,17,5
"2666",0.066,6,47866,443,10,921,26,0,0,151.515151515152,13954.5454545455,11,28,15,5
"2667",0.132,6,40187,80,2,583,24,0,0,15.1515151515152,4416.66666666667,9,35,36,5
"2668",0,6,60612,80,1,54,17,0,0,10000,540000,9,8,11,5
"2669",1.036,6,443,34945,15,31853,26,0,0,14.4787644787645,30746.138996139,10,38,57,5
"2670",0,6,443,64462,1,66,16,32,0,10000,660000,13,11,23,5
"2671",0,17,137,137,1,92,0,0,0,10000,920000,16,9,58,5
"2672",0,6,47774,443,1,66,16,0,0,10000,660000,9,9,7,5
"2673",0.155,6,443,53215,9,8644,26,32,0,58.0645161290323,55767.7419354839,7,46,51,5
"2674",0,6,58208,443,1,66,16,0,0,10000,660000,8,20,54,6
"2675",0,6,80,54660,1,54,17,32,0,10000,540000,15,31,48,5
"2676",0.142,6,42235,443,14,1653,26,0,0,98.5915492957747,11640.8450704225,9,6,51,6
"2677",0,6,445,52266,1,108,24,0,0,10000,1080000,3,52,32,6
"2678",0.207,6,34346,443,5,906,26,0,0,24.1545893719807,4376.8115942029,6,12,3,6
"2679",0,6,80,40676,1,74,18,32,0,10000,740000,15,37,13,5
"2680",0,6,8082,43620,1,212,24,32,0,10000,2120000,0,17,6,6
"2681",0,6,8082,55267,1,212,24,32,0,10000,2120000,9,51,48,5
"2682",0.029,6,45054,443,3,620,24,0,0,103.448275862069,21379.3103448276,13,14,3,5
"2683",0,6,443,49555,1,100,24,32,0,10000,1e+06,19,51,17,5
"2684",0,6,48187,443,1,66,16,0,0,10000,660000,8,35,19,5
"2685",0,6,80,41311,1,66,16,32,0,10000,660000,8,36,29,5
"2686",0,6,443,50989,1,66,16,32,0,10000,660000,7,56,8,5
"2687",0,6,55584,443,1,66,16,0,0,10000,660000,8,0,35,5
"2688",0,6,52266,445,1,66,16,0,0,10000,660000,20,8,59,5
"2689",0,6,52658,80,1,66,16,0,0,10000,660000,7,40,25,5
"2690",0.013,6,53076,80,2,132,17,0,0,153.846153846154,10153.8461538462,6,20,3,6
"2691",0,6,80,38964,1,70,18,0,0,10000,7e+05,10,29,41,5
"2692",0,6,40156,443,2,132,17,0,0,20000,1320000,7,32,12,5
"2693",0,6,40665,443,1,66,16,0,0,10000,660000,15,38,46,5
"2694",0,6,80,61891,1,66,16,0,0,10000,660000,7,7,34,5
"2695",0,6,36870,80,1,66,16,0,0,10000,660000,10,23,29,6
"2696",0.077,6,57221,443,2,166,24,0,0,25.974025974026,2155.84415584416,10,11,46,5
"2697",0.033,17,53,32830,2,274,0,0,0,60.6060606060606,8303.0303030303,7,57,6,5
"2698",0,6,59709,443,1,66,16,0,0,10000,660000,8,35,8,5
"2699",0,6,443,65328,1,66,16,32,0,10000,660000,19,46,0,5
"2700",0.08,6,55185,443,2,670,24,0,0,25,8375,12,16,20,5
"2701",0,6,56031,80,1,66,16,0,0,10000,660000,16,17,30,5
"2702",0.086,6,443,57635,4,378,26,0,0,46.5116279069767,4395.3488372093,11,14,4,5
"2703",0.022,6,57582,80,2,140,18,0,0,90.9090909090909,6363.63636363636,10,16,33,5
"2704",0,6,80,59982,1,66,16,32,0,10000,660000,7,0,20,5
"2705",0,6,80,55554,1,66,16,0,0,10000,660000,15,35,5,5
"2706",0,6,80,59606,1,54,17,32,0,10000,540000,13,9,52,5
"2707",0,6,80,57061,1,66,16,0,0,10000,660000,13,6,59,5
"2708",0.001,17,39472,53,2,170,0,0,0,2000,170000,14,41,44,5
"2709",0.033,6,443,58208,3,193,25,32,0,90.9090909090909,5848.48484848485,13,16,56,5
"2710",0.002,17,53,44348,2,223,0,0,0,1000,111500,10,28,1,6
"2711",0,6,42022,80,1,66,16,0,0,10000,660000,10,20,12,5
"2712",0,6,80,38373,1,54,16,32,0,10000,540000,6,3,14,6
"2713",0.001,6,60032,443,2,185,25,0,0,2000,185000,17,29,47,5
"2714",0.136,6,60536,443,4,496,27,0,0,29.4117647058824,3647.05882352941,16,12,49,5
"2715",0.024,6,58727,443,2,354,24,0,0,83.3333333333333,14750,8,53,31,6
"2716",0,17,138,138,1,262,0,0,0,10000,2620000,1,35,14,5
"2717",0,6,80,55343,1,66,16,32,0,10000,660000,7,42,20,5
"2718",0,6,48568,443,1,66,16,0,0,10000,660000,16,12,20,5
"2719",1.88,6,46097,443,23,4762,26,0,0,12.2340425531915,2532.97872340426,14,58,51,5
"2720",0.021,6,443,36447,3,193,25,0,0,142.857142857143,9190.47619047619,16,1,31,5
"2721",0.018,6,443,56317,2,132,17,32,0,111.111111111111,7333.33333333333,10,8,31,5
"2722",0.012,17,53,56602,2,390,0,0,0,166.666666666667,32500,10,42,27,5
"2723",0.005,6,52266,445,2,174,24,0,0,400,34800,1,18,7,6
"2724",0.155,6,59437,443,5,593,30,0,0,32.258064516129,3825.8064516129,6,46,36,5
"2725",0.004,17,43198,53,2,158,0,0,0,500,39500,14,5,5,5
"2726",0,6,443,46117,1,66,16,32,0,10000,660000,10,58,34,6
"2727",0,6,41524,443,1,66,16,0,0,10000,660000,13,38,0,5
"2728",0,17,36307,53,2,144,0,0,0,20000,1440000,10,15,34,5
"2729",0.267,6,443,45588,44,71044,26,32,0,164.794007490637,266082.397003745,17,39,7,5
"2730",0.037,6,50414,80,5,764,26,0,0,135.135135135135,20648.6486486487,16,0,13,5
"2731",0,6,80,41985,1,66,16,0,0,10000,660000,16,11,24,5
"2732",0.018,6,53963,80,2,108,17,0,0,111.111111111111,6000,15,29,32,5
"2733",0,6,56034,80,1,66,16,0,0,10000,660000,14,9,37,5
"2734",0.478,6,443,37867,3,229,25,32,0,6.27615062761506,479.07949790795,12,14,43,5
"2735",0,17,53,50437,1,167,0,0,0,10000,1670000,12,46,24,5
"2736",0.028,6,55154,80,2,128,18,0,0,71.4285714285714,4571.42857142857,14,49,52,5
"2737",0,6,443,61807,1,66,16,32,0,10000,660000,7,7,3,5
"2738",0,6,34407,80,1,66,16,0,0,10000,660000,14,24,55,5
"2739",0,6,445,45461,1,108,24,0,0,10000,1080000,3,28,49,6
"2740",0,6,8082,55267,1,212,24,32,0,10000,2120000,9,14,36,5
"2741",0,17,53,55928,1,124,0,0,0,10000,1240000,11,25,4,5
"2742",0,6,80,34699,1,66,16,32,0,10000,660000,17,6,53,5
"2743",0,17,137,137,1,92,0,0,0,10000,920000,2,53,41,5
"2744",0,6,59676,443,1,66,16,0,0,10000,660000,14,36,25,5
"2745",0,6,35901,443,1,66,16,0,0,10000,660000,10,5,2,5
"2746",0.001,17,53,52316,2,247,0,0,0,2000,247000,8,30,3,5
"2747",0,6,8082,42186,1,212,24,32,0,10000,2120000,1,54,28,6
"2748",0,6,61582,443,1,55,16,0,0,10000,550000,11,44,52,5
"2749",0.056,6,443,52356,4,413,26,32,0,71.4285714285714,7375,6,11,15,6
"2750",0.04,6,46991,80,3,624,24,0,0,75,15600,11,42,31,5
"2751",0.014,6,80,60407,2,108,17,32,0,142.857142857143,7714.28571428571,14,2,28,5
"2752",0,6,41599,443,1,54,16,0,0,10000,540000,12,49,2,5
"2753",0,6,80,41104,1,74,18,32,0,10000,740000,14,27,50,5
"2754",0,6,33863,443,1,66,16,0,0,10000,660000,10,15,47,6
"2755",0,6,44776,80,1,66,16,0,0,10000,660000,11,42,50,5
"2756",0.1,6,50376,80,2,108,21,0,0,20,1080,9,7,58,5
"2757",0.41,6,60265,80,4,613,26,0,0,9.75609756097561,1495.12195121951,16,48,50,5
"2758",0,6,58086,443,1,55,16,0,0,10000,550000,13,17,14,5
"2759",1.35,6,51309,443,16,2513,26,0,0,11.8518518518519,1861.48148148148,13,9,18,5
"2760",0,6,443,59028,1,66,16,32,0,10000,660000,13,33,46,5
"2761",0,6,41000,443,1,66,17,0,0,10000,660000,9,30,45,5
"2762",0,6,80,40131,1,66,16,32,0,10000,660000,6,16,9,5
"2763",0,6,80,34843,1,66,16,32,0,10000,660000,18,19,27,5
"2764",0,6,445,40289,1,70,24,0,0,10000,7e+05,16,17,23,5
"2765",0.001,6,44690,445,2,174,24,0,0,2000,174000,9,2,9,5
"2766",0,6,56036,80,1,66,16,0,0,10000,660000,14,6,29,5
"2767",0.003,17,53,41562,2,363,0,0,0,666.666666666667,121000,7,32,31,5
"2768",0,6,443,53775,2,108,17,32,0,20000,1080000,12,0,4,5
"2769",0.044,6,443,42539,5,354,29,32,0,113.636363636364,8045.45454545455,10,28,50,6
"2770",0,6,8082,42186,1,212,24,32,0,10000,2120000,0,55,34,6
"2771",0,6,445,40289,1,108,24,0,0,10000,1080000,10,48,44,5
"2772",0,6,445,45461,1,70,24,0,0,10000,7e+05,10,14,30,5
"2773",0.033,17,53,47268,2,241,0,0,0,60.6060606060606,7303.0303030303,16,25,5,5
"2774",0,6,443,60838,1,528,24,32,0,10000,5280000,6,46,45,6
"2775",0.225,6,443,42204,3,229,25,32,0,13.3333333333333,1017.77777777778,17,6,30,5
"2776",0,6,64188,443,1,55,16,0,0,10000,550000,9,34,17,6
"2777",0.108,6,59171,80,25,7059,24,0,0,231.481481481481,65361.1111111111,9,26,10,5
"2778",0.263,6,51334,80,6,1274,26,0,0,22.8136882129278,4844.10646387833,7,32,35,5
"2779",0,6,44528,80,1,66,16,0,0,10000,660000,9,29,30,5
"2780",0.222,6,57674,443,2,154,24,0,0,9.00900900900901,693.693693693694,10,15,0,5
"2781",0,6,443,50471,1,66,16,32,0,10000,660000,10,59,13,5
"2782",0,6,443,54569,1,66,16,0,0,10000,660000,12,5,1,5
"2783",0,6,80,58345,1,66,16,32,0,10000,660000,10,15,28,5
"2784",0.02,6,60158,443,2,178,24,0,0,100,8900,14,54,52,5
"2785",0,6,443,52475,1,66,16,32,0,10000,660000,7,39,53,5
"2786",0.019,6,43620,8082,2,338,24,0,0,105.263157894737,17789.4736842105,10,1,9,6
"2787",0.179,6,80,56686,2,132,17,32,0,11.1731843575419,737.430167597765,16,25,54,5
"2788",0.013,6,80,44540,2,108,17,32,0,153.846153846154,8307.69230769231,13,39,31,5
"2789",0.023,6,35130,443,5,453,25,0,0,217.391304347826,19695.652173913,6,17,0,6
"2790",0,6,59731,443,1,55,16,0,0,10000,550000,15,48,41,5
"2791",0.018,6,43620,8082,2,338,24,0,0,111.111111111111,18777.7777777778,6,39,28,6
"2792",0,6,443,58221,1,85,25,32,0,10000,850000,13,18,6,5
"2793",0.397,6,443,47651,24,5336,24,32,0,60.4534005037783,13440.8060453401,12,56,39,5
"2794",0.005,6,36437,445,2,174,24,0,0,400,34800,4,35,21,6
"2795",0,6,53508,80,1,66,16,0,0,10000,660000,8,38,59,6
"2796",0,6,445,45461,1,108,24,0,0,10000,1080000,14,4,40,5
"2797",0,17,53,41466,1,159,0,0,0,10000,1590000,14,33,0,5
"2798",0.032,6,80,50062,3,2708,26,32,0,93.75,84625,16,4,23,5
"2799",0.281,6,36408,443,3,198,17,0,0,10.6761565836299,704.626334519573,13,35,54,5
"2800",0,6,53493,80,1,66,16,0,0,10000,660000,15,38,22,5
"2801",0.025,6,37488,443,3,174,21,0,0,120,6960,14,44,23,5
"2802",0.953,6,443,60691,87,263381,24,32,0,91.2906610703043,276370.409233998,11,43,0,5
"2803",0,6,52140,443,1,54,16,0,0,10000,540000,8,54,58,6
"2804",0,17,60617,53,2,150,0,0,0,20000,1500000,16,22,9,5
"2805",0,6,80,52061,1,66,18,32,0,10000,660000,17,11,7,5
"2806",0,6,80,33780,1,66,16,32,0,10000,660000,11,19,31,5
"2807",0,17,53,42322,1,187,0,0,0,10000,1870000,13,55,51,5
"2808",0,6,80,49883,1,66,16,32,0,10000,660000,10,41,20,6
"2809",0,6,443,55363,1,54,16,32,0,10000,540000,6,14,31,6
"2810",0,6,80,51969,1,54,17,32,0,10000,540000,13,22,38,5
"2811",0.3,6,53531,80,39,5201,26,0,0,130,17336.6666666667,11,59,51,5
"2812",0.023,6,60119,80,2,108,17,0,0,86.9565217391304,4695.65217391304,10,14,33,6
"2813",0,6,55981,80,1,54,16,0,0,10000,540000,9,33,26,5
"2814",0.023,6,57992,80,2,128,18,0,0,86.9565217391304,5565.21739130435,13,1,49,5
"2815",0,17,53,39648,2,240,0,0,0,20000,2400000,13,55,49,5
"2816",0,6,80,36462,1,66,16,32,0,10000,660000,14,32,20,5
"2817",0,17,49694,53,1,77,0,0,0,10000,770000,10,7,6,5
"2818",0.001,6,49883,443,2,108,17,0,0,2000,108000,12,45,21,5
"2819",0.004,17,43610,53,2,152,0,0,0,500,38000,16,4,47,5
"2820",0,6,80,65050,2,791,24,32,0,20000,7910000,12,46,19,5
"2821",0,6,37712,443,2,185,25,0,0,20000,1850000,16,9,14,5
"2822",0,6,443,46621,1,66,16,32,0,10000,660000,9,9,11,6
"2823",0,6,52986,80,1,55,16,0,0,10000,550000,11,37,43,5
"2824",0,6,51986,80,1,55,16,0,0,10000,550000,11,33,48,5
"2825",0,6,57196,80,1,54,20,0,0,10000,540000,17,24,17,5
"2826",0,6,62653,80,1,55,16,0,0,10000,550000,15,58,16,5
"2827",0.021,6,46711,443,3,229,25,0,0,142.857142857143,10904.7619047619,16,21,48,5
"2828",0,17,53,58035,2,362,0,0,0,20000,3620000,9,45,57,5
"2829",0,6,443,33521,1,226,24,32,0,10000,2260000,10,46,41,6
"2830",0,6,80,41811,1,54,17,32,0,10000,540000,14,51,2,5
"2831",1.043,6,80,57667,3,899,24,32,0,2.87631831255992,861.936720997124,11,21,1,5
"2832",0.327,6,443,47047,12,9943,26,0,0,36.697247706422,30406.7278287462,10,19,4,6
"2833",0,17,53,40384,1,131,0,0,0,10000,1310000,12,29,56,5
"2834",0,6,80,40917,1,66,16,32,0,10000,660000,12,6,52,5
"2835",0,6,57186,443,2,108,4,32,0,20000,1080000,8,18,7,5
"2836",0.026,6,45961,80,2,140,18,0,0,76.9230769230769,5384.61538461538,16,24,39,5
"2837",0,6,46964,80,1,66,16,0,0,10000,660000,14,17,27,5
"2838",0,17,53,48659,2,388,0,0,0,20000,3880000,15,39,17,5
"2839",0.003,6,45758,445,2,174,24,0,0,666.666666666667,58000,2,30,39,5
"2840",0.024,6,49283,443,3,383,24,0,0,125,15958.3333333333,15,39,43,5
"2841",0.72,6,33794,443,6,672,24,0,0,8.33333333333333,933.333333333333,7,44,3,5
"2842",0.426,6,60288,443,15,1867,26,0,0,35.2112676056338,4382.62910798122,7,40,23,6
"2843",0.005,6,80,55628,2,132,17,32,0,400,26400,12,53,36,5
"2844",0,6,80,38292,1,66,16,32,0,10000,660000,13,14,36,5
"2845",0,6,443,63177,1,54,17,32,0,10000,540000,9,52,16,6
"2846",0,17,53,51819,1,174,0,0,0,10000,1740000,10,58,40,5
"2847",0,6,80,40919,1,66,17,0,0,10000,660000,8,35,56,5
"2848",0,6,47838,80,1,66,16,0,0,10000,660000,8,54,59,6
"2849",0,6,80,51926,1,54,16,32,0,10000,540000,13,22,51,5
"2850",0,6,38076,443,1,66,16,0,0,10000,660000,10,19,35,6
"2851",0.234,6,443,33157,3,229,25,32,0,12.8205128205128,978.632478632479,9,32,37,5
"2852",0,6,45619,80,1,66,16,0,0,10000,660000,9,32,52,5
"2853",0.015,6,50717,80,2,132,17,0,0,133.333333333333,8800,14,55,31,5
"2854",0,17,48283,53,2,158,0,0,0,20000,1580000,10,54,21,6
"2855",0,6,50199,443,1,66,16,0,0,10000,660000,9,1,59,5
"2856",0.013,6,48975,80,2,132,17,0,0,153.846153846154,10153.8461538462,12,10,19,5
"2857",0.008,6,80,46970,2,132,17,32,0,250,16500,11,42,31,5
"2858",0.134,6,443,56436,5,1564,26,32,0,37.3134328358209,11671.6417910448,11,13,41,5
"2859",0,6,80,33925,1,66,16,32,0,10000,660000,6,15,11,6
"2860",0.109,6,40833,443,12,2250,27,0,0,110.091743119266,20642.2018348624,16,6,5,5
"2861",0.019,6,64669,80,2,108,17,0,0,105.263157894737,5684.21052631579,19,40,14,5
"2862",2.869,6,50677,443,32,4292,26,0,0,11.1537120948066,1495.99163471593,7,20,4,5
"2863",0,6,80,36926,1,66,16,32,0,10000,660000,14,34,23,5
"2864",0.003,17,53,59112,2,406,0,0,0,666.666666666667,135333.333333333,10,35,52,5
"2865",0,6,443,60802,1,66,16,32,0,10000,660000,13,38,32,5
"2866",0,6,445,44222,1,108,24,0,0,10000,1080000,10,52,47,6
"2867",0,6,445,51461,1,108,24,0,0,10000,1080000,9,52,0,6
"2868",0.019,6,51385,80,2,563,24,0,0,105.263157894737,29631.5789473684,16,35,4,5
"2869",0,6,63497,80,1,55,16,0,0,10000,550000,13,11,9,5
"2870",0.981,6,46397,443,13,2256,26,0,0,13.2517838939857,2299.69418960245,10,9,22,5
"2871",0,6,443,43170,1,54,16,32,0,10000,540000,8,7,59,5
"2872",0,6,57500,443,1,55,16,0,0,10000,550000,6,22,19,5
"2873",0,17,36364,53,2,148,0,0,0,20000,1480000,7,39,36,5
"2874",0,6,45944,80,1,66,16,0,0,10000,660000,11,27,38,5
"2875",0.102,6,55815,443,11,2023,27,0,0,107.843137254902,19833.3333333333,12,51,44,5
"2876",0,6,80,56489,1,54,16,32,0,10000,540000,14,32,17,5
"2877",0.222,6,59585,443,2,154,24,0,0,9.00900900900901,693.693693693694,15,53,45,5
"2878",0.002,17,53,57065,2,254,0,0,0,1000,127000,11,20,24,5
"2879",0.068,6,33699,80,14,2240,26,0,0,205.882352941176,32941.1764705882,9,34,43,5
"2880",0,17,40816,53,2,140,0,0,0,20000,1400000,13,30,19,5
"2881",0.189,6,45846,443,4,1012,24,0,0,21.1640211640212,5354.49735449735,16,16,43,5
"2882",0,6,445,54080,1,108,24,0,0,10000,1080000,1,37,5,6
"2883",0.028,6,55184,443,3,251,25,0,0,107.142857142857,8964.28571428571,11,30,58,5
"2884",0,17,48815,53,1,83,0,0,0,10000,830000,7,34,14,5
"2885",0,6,33375,443,1,66,16,0,0,10000,660000,7,39,34,5
"2886",0,6,443,36207,1,66,16,0,0,10000,660000,16,18,45,5
"2887",0,6,44358,443,1,54,16,0,0,10000,540000,7,38,50,6
"2888",0,6,443,35699,1,66,16,32,0,10000,660000,15,40,1,5
"2889",0,6,47849,443,1,66,16,0,0,10000,660000,15,42,36,5
"2890",0.363,6,64508,443,6,1347,26,0,0,16.5289256198347,3710.74380165289,14,22,15,5
"2891",0,6,80,52090,1,66,16,32,0,10000,660000,6,6,16,6
"2892",0,6,443,39508,1,54,16,32,0,10000,540000,14,25,13,5
"2893",0,6,443,33398,1,66,16,32,0,10000,660000,7,13,48,5
"2894",0.004,17,53,57328,2,318,0,0,0,500,79500,13,18,31,5
"2895",0,6,39228,443,1,66,16,0,0,10000,660000,13,56,3,5
"2896",0,6,443,55846,1,66,16,32,0,10000,660000,9,42,13,5
"2897",0,6,52606,443,1,55,16,0,0,10000,550000,9,40,50,6
"2898",0.036,17,37653,53,2,176,0,0,0,55.5555555555556,4888.88888888889,6,20,1,5
"2899",0.014,6,443,48486,3,229,25,32,0,214.285714285714,16357.1428571429,10,20,22,5
"2900",0,6,443,56714,1,54,16,32,0,10000,540000,17,22,46,5
"2901",0,6,80,58757,1,66,16,32,0,10000,660000,11,20,20,5
"2902",0.012,6,80,57741,4,1156,27,0,0,333.333333333333,96333.3333333333,17,15,18,5
"2903",0,6,8082,55257,1,212,24,32,0,10000,2120000,1,38,46,5
"2904",0,6,443,42293,1,66,16,32,0,10000,660000,7,41,8,5
"2905",0.157,6,62908,80,2,108,17,0,0,12.7388535031847,687.898089171975,13,19,13,5
"2906",0,17,53,53793,1,206,0,0,0,10000,2060000,15,57,55,5
"2907",6.615,6,443,57814,56,5614,25,32,0,8.46560846560847,848.677248677249,9,29,43,6
"2908",0,6,80,35032,1,74,18,0,0,10000,740000,8,36,4,5
"2909",0,17,53,33109,1,125,0,0,0,10000,1250000,14,5,53,5
"2910",0,17,53,51043,2,302,0,0,0,20000,3020000,16,22,26,5
"2911",0.001,6,443,47641,4,269,25,32,0,4000,269000,10,27,47,6
"2912",0.034,6,55892,80,5,722,26,0,0,147.058823529412,21235.2941176471,15,39,25,5
