"","Duration","Proto","SrcPt","DstPt","Packets","Bytes","Flags","Tos","class","Packets_speed","Bytes_speed","Hour","Min","Sec"
"2450",0,6,443,39368,1,66,16,0,0,10000,660000,26,46,2
"2451",0.015,6,36670,80,2,132,17,0,0,133.333333333333,8800,50,24,6
"2452",0,6,80,39497,1,66,16,32,0,10000,660000,19,14,4
"2453",0,6,443,47480,1,66,16,0,0,10000,660000,58,6,5
"2454",0,6,50101,443,1,66,16,0,0,10000,660000,45,22,6
"2455",0.019,6,80,46456,4,2047,26,32,0,210.526315789474,107736.842105263,22,38,1
"2456",0,6,41485,80,1,66,16,0,0,10000,660000,20,16,4
"2457",0,6,443,33298,1,66,16,0,0,10000,660000,5,17,3
"2458",0.083,6,443,51569,4,424,26,0,0,48.1927710843373,5108.43373493976,8,43,3
"2459",0,17,62234,53,1,76,0,0,0,10000,760000,0,54,2
"2460",0,6,42363,80,1,66,16,0,0,10000,660000,43,51,7
"2461",0,6,63765,443,1,55,16,0,0,10000,550000,47,25,0
"2462",0.007,17,53,54733,2,388,0,0,0,285.714285714286,55428.5714285714,6,35,4
"2463",0,6,49743,443,1,66,16,0,0,10000,660000,8,58,0
"2464",0.09,6,8000,51789,7,659,27,32,0,77.7777777777778,7322.22222222222,58,27,9
"2465",0,6,443,41977,3,229,25,0,0,30000,2290000,51,20,3
"2466",0,6,56637,443,1,55,16,0,0,10000,550000,47,47,8
"2467",0.387,6,443,52682,15,39045,26,0,0,38.7596899224806,100891.472868217,30,55,4
"2468",0,6,42833,443,1,66,16,0,0,10000,660000,1,4,4
"2469",0.468,6,443,37891,8,8617,26,32,0,17.0940170940171,18412.3931623932,27,23,0
"2470",0.758,6,443,41662,37,23140,24,32,0,48.8126649076517,30527.7044854881,4,57,6
"2471",0.016,6,49119,80,2,128,18,0,0,125,8000,49,4,6
"2472",0.13,6,38083,80,6,749,27,0,0,46.1538461538462,5761.53846153846,49,55,1
"2473",0,6,445,58844,1,108,24,0,0,10000,1080000,28,40,3
"2474",0.036,6,49825,443,3,547,24,0,0,83.3333333333333,15194.4444444444,13,44,9
"2475",0,6,80,55440,1,54,16,32,0,10000,540000,29,36,2
"2476",0.004,6,49094,445,2,174,24,0,0,500,43500,19,7,2
"2477",0,6,80,43546,1,66,16,32,0,10000,660000,11,28,3
"2478",0.177,6,51128,443,9,953,26,0,0,50.8474576271186,5384.18079096045,38,44,6
"2479",0,6,35752,80,1,54,16,0,0,10000,540000,10,23,3
"2480",0,17,41001,53,2,166,0,0,0,20000,1660000,15,38,4
"2481",0,6,60438,80,1,66,16,0,0,10000,660000,21,16,2
"2482",0,6,53224,80,1,66,16,0,0,10000,660000,30,16,6
"2483",0.014,6,53270,80,2,132,17,0,0,142.857142857143,9428.57142857143,37,55,3
"2484",0.001,6,80,43766,2,423,24,32,0,2000,423000,45,11,6
"2485",0,6,80,35511,1,66,16,32,0,10000,660000,46,3,7
"2486",0.054,6,50988,443,5,906,26,0,0,92.5925925925926,16777.7777777778,58,36,8
"2487",0.681,6,32946,80,4,589,25,0,0,5.87371512481645,864.904552129222,51,24,5
"2488",0,6,80,39788,6,892,24,32,0,60000,8920000,32,48,2
"2489",0,6,80,53101,1,241,17,32,0,10000,2410000,26,20,6
"2490",0,6,80,54395,1,54,16,0,0,10000,540000,35,48,5
"2491",1.033,6,41535,443,2,132,17,0,0,1.93610842207164,127.783155856728,53,39,6
"2492",0,6,80,45302,1,74,18,32,0,10000,740000,33,8,6
"2493",0.051,6,36442,443,5,906,26,0,0,98.0392156862745,17764.7058823529,2,15,4
"2494",0.045,6,80,48694,2,516,26,32,0,44.4444444444444,11466.6666666667,45,26,8
"2495",0,6,48888,445,1,66,16,0,0,10000,660000,0,39,7
"2496",0.476,6,443,51229,10,8984,26,32,0,21.0084033613445,18873.9495798319,19,58,8
"2497",1.403,6,80,59463,2,148,18,32,0,1.42551674982181,105.488239486814,10,3,0
"2498",0,6,80,53348,1,473,24,32,0,10000,4730000,23,27,2
"2499",0.023,6,443,57561,3,768,25,32,0,130.434782608696,33391.3043478261,59,59,5
"2500",2.071,6,57259,443,6,921,26,0,0,2.89715113471753,444.71269917914,25,39,8
"2501",0.925,6,443,59671,29,32892,26,32,0,31.3513513513514,35558.9189189189,58,17,7
"2502",0.51,6,80,56042,2,626,24,32,0,3.92156862745098,1227.45098039216,49,58,3
"2503",0,6,55779,80,1,55,16,0,0,10000,550000,15,39,7
"2504",0,6,52561,80,1,66,17,0,0,10000,660000,5,37,1
"2505",0,6,445,43145,1,108,24,0,0,10000,1080000,36,19,2
"2506",0,6,57821,80,1,66,16,0,0,10000,660000,38,18,3
"2507",0.035,6,46108,443,3,787,24,0,0,85.7142857142857,22485.7142857143,10,0,7
"2508",0,6,443,43233,1,66,16,0,0,10000,660000,16,58,8
"2509",0.119,6,38283,443,9,2042,26,0,0,75.6302521008403,17159.6638655462,17,29,7
"2510",0,6,445,37884,1,108,24,0,0,10000,1080000,18,30,3
"2511",0,6,443,58924,1,66,16,32,0,10000,660000,43,32,0
"2512",0,17,53,43127,1,111,0,0,0,10000,1110000,22,27,8
"2513",0,6,80,54077,1,66,17,32,0,10000,660000,43,56,6
"2514",0,6,443,52597,1,66,16,32,0,10000,660000,19,51,0
"2515",0,6,61196,443,1,55,16,0,0,10000,550000,42,6,8
"2516",0.003,17,58848,53,2,152,0,0,0,666.666666666667,50666.6666666667,21,58,2
"2517",0,6,80,57323,1,66,16,0,0,10000,660000,56,33,3
"2518",0.02,6,51649,8082,2,338,24,0,0,100,16900,56,40,1
"2519",0,6,40729,80,1,66,16,0,0,10000,660000,24,45,4
"2520",0.029,6,39886,80,2,132,17,0,0,68.9655172413793,4551.72413793103,30,6,1
"2521",0,6,40707,80,1,66,16,0,0,10000,660000,23,46,1
"2522",0,6,80,48241,1,74,18,32,0,10000,740000,9,52,9
"2523",0.116,6,59182,443,29,2648,26,0,0,250,22827.5862068966,24,36,4
"2524",0.092,6,443,42168,4,419,26,0,0,43.4782608695652,4554.34782608696,54,11,4
"2525",0,6,80,37795,1,66,16,32,0,10000,660000,37,4,5
"2526",0.049,6,42509,80,2,132,17,0,0,40.8163265306122,2693.87755102041,58,31,9
"2527",0.002,17,53,45037,2,218,0,0,0,1000,109000,42,30,3
"2528",0.292,6,443,50553,6,5138,26,32,0,20.5479452054795,17595.8904109589,43,52,6
"2529",0.032,6,80,35762,3,198,17,32,0,93.75,6187.5,33,17,4
"2530",0,6,443,51914,1,66,16,0,0,10000,660000,48,41,2
"2531",0,6,41668,80,1,66,16,0,0,10000,660000,12,9,7
"2532",0,6,443,49857,1,66,16,32,0,10000,660000,45,49,7
"2533",0,6,52939,80,1,66,16,0,0,10000,660000,35,58,3
"2534",0,6,80,55669,1,66,16,32,0,10000,660000,57,29,6
"2535",0,6,443,59380,1,66,16,32,0,10000,660000,9,10,3
"2536",0,6,51003,443,1,55,16,0,0,10000,550000,32,25,2
"2537",0,6,443,37077,2,1809,24,32,0,20000,18090000,5,34,5
"2538",0,6,54868,80,1,66,16,0,0,10000,660000,31,40,6
"2539",0,6,443,43357,1,66,16,32,0,10000,660000,23,2,2
"2540",0.005,17,33525,53,2,148,0,0,0,400,29600,32,10,9
"2541",0,6,52118,80,1,66,16,0,0,10000,660000,45,9,4
"2542",0.114,6,35097,443,7,1728,26,0,0,61.4035087719298,15157.8947368421,50,38,1
"2543",0,6,80,37978,1,66,16,32,0,10000,660000,51,59,0
"2544",0,17,53,54515,1,173,0,0,0,10000,1730000,16,55,8
"2545",0.023,6,47229,443,3,193,25,0,0,130.434782608696,8391.30434782609,27,39,2
"2546",0,6,43407,443,1,66,16,0,0,10000,660000,11,46,3
"2547",0,17,40478,53,2,144,0,0,0,20000,1440000,15,11,2
"2548",0.242,6,443,60609,12,9927,26,0,0,49.5867768595041,41020.6611570248,3,30,8
"2549",0.056,6,48310,443,5,894,26,0,0,89.2857142857143,15964.2857142857,55,11,7
"2550",0,6,443,58094,1,66,16,0,0,10000,660000,45,19,7
"2551",0,6,63313,80,1,55,16,0,0,10000,550000,27,47,4
"2552",0.101,6,80,51830,2,108,17,32,0,19.8019801980198,1069.30693069307,20,32,1
"2553",0.529,6,33615,443,9,3903,26,0,0,17.0132325141777,7378.07183364839,55,4,5
"2554",0,6,80,55129,1,54,16,32,0,10000,540000,36,7,9
"2555",0.003,17,34408,53,2,152,0,0,0,666.666666666667,50666.6666666667,50,42,2
"2556",0,6,49782,80,1,55,16,0,0,10000,550000,12,40,6
"2557",0,6,443,36013,1,54,16,32,0,10000,540000,39,36,4
"2558",0,6,80,51348,1,54,16,32,0,10000,540000,54,54,7
"2559",0,6,80,41635,1,253,17,32,0,10000,2530000,2,43,5
"2560",0,6,59660,80,1,66,16,0,0,10000,660000,10,56,6
"2561",0,6,443,49143,1,66,16,32,0,10000,660000,14,23,3
"2562",0.998,6,80,52517,2,132,18,32,0,2.00400801603206,132.264529058116,22,47,8
"2563",0,6,80,38607,1,66,16,32,0,10000,660000,51,7,6
"2564",0,17,53,58856,1,140,0,0,0,10000,1400000,58,20,0
"2565",0,6,80,60390,1,66,16,32,0,10000,660000,15,5,4
"2566",0.072,6,443,45398,5,522,24,32,0,69.4444444444444,7250,9,28,0
"2567",0,6,80,34170,2,132,17,0,0,20000,1320000,52,29,4
"2568",0.03,6,443,38378,4,295,25,32,0,133.333333333333,9833.33333333333,53,26,8
"2569",0,6,44384,80,1,66,16,0,0,10000,660000,18,20,1
"2570",0.023,6,37039,8082,2,338,24,0,0,86.9565217391304,14695.652173913,44,56,1
"2571",0,6,80,35127,1,66,16,32,0,10000,660000,51,56,3
"2572",0,6,61113,443,1,55,16,0,0,10000,550000,15,37,8
"2573",0,6,46868,443,1,66,16,0,0,10000,660000,47,22,7
"2574",0.474,6,80,60952,3,543,19,32,0,6.32911392405063,1145.56962025316,40,59,6
"2575",0,6,443,59013,1,66,16,32,0,10000,660000,53,16,4
"2576",0.062,17,59973,53,2,162,0,0,0,32.258064516129,2612.90322580645,47,44,4
"2577",0,6,46808,445,1,66,16,0,0,10000,660000,41,13,4
"2578",0.003,17,53,39756,2,565,0,0,0,666.666666666667,188333.333333333,19,3,5
"2579",0.001,6,51907,443,2,108,4,0,0,2000,108000,50,6,1
"2580",0,6,80,52222,1,66,16,32,0,10000,660000,19,36,8
"2581",0,6,80,43735,1,74,18,32,0,10000,740000,9,13,3
"2582",1.25,6,44172,80,6,1689,24,0,0,4.8,1351.2,59,56,5
"2583",0,6,80,60458,1,1265,24,0,0,10000,12650000,32,23,2
"2584",0.058,6,62008,8000,6,575,27,0,0,103.448275862069,9913.79310344828,30,13,4
"2585",0,6,59886,443,1,55,16,0,0,10000,550000,35,32,0
"2586",0,17,53,46451,2,214,0,0,0,20000,2140000,5,32,3
"2587",0.326,6,46711,80,5,2410,26,0,0,15.3374233128834,7392.63803680982,33,56,6
"2588",0,6,46348,80,1,66,16,0,0,10000,660000,22,26,1
"2589",0,6,443,49174,1,66,16,32,0,10000,660000,38,56,9
"2590",0,17,56112,53,1,74,0,0,0,10000,740000,19,57,2
"2591",0.05,6,51418,443,5,906,26,0,0,100,18120,51,12,8
"2592",0,6,443,36815,3,198,17,32,0,30000,1980000,18,47,4
"2593",0,6,80,59122,1,66,16,32,0,10000,660000,9,1,1
"2594",0,6,42584,443,1,66,16,0,0,10000,660000,26,59,0
"2595",0,6,445,51146,1,108,24,0,0,10000,1080000,37,22,9
"2596",0.029,6,80,60819,2,108,17,32,0,68.9655172413793,3724.13793103448,1,11,0
"2597",0,6,37187,80,1,66,16,0,0,10000,660000,18,0,5
"2598",0.56,6,37908,443,37,4206,24,0,0,66.0714285714286,7510.71428571429,52,1,7
"2599",0,6,80,58476,1,54,17,32,0,10000,540000,31,8,5
"2600",0,6,443,34819,3,198,17,32,0,30000,1980000,56,11,5
"2601",0.034,6,42361,80,2,132,17,0,0,58.8235294117647,3882.35294117647,44,35,6
"2602",0,17,53,55099,1,170,0,0,0,10000,1700000,38,33,1
"2603",2.613,6,56318,80,110,8485,26,0,0,42.0972062763108,3247.22541140452,47,58,4
"2604",0,6,80,33936,1,74,18,32,0,10000,740000,45,40,2
"2605",0.038,6,43880,80,2,414,24,0,0,52.6315789473684,10894.7368421053,50,26,8
"2606",0,6,443,58048,1,456,24,32,0,10000,4560000,53,13,0
"2607",0,6,443,43476,1,112,24,32,0,10000,1120000,13,34,6
"2608",0.074,6,53149,8000,6,649,27,0,0,81.0810810810811,8770.27027027027,19,33,2
"2609",0,6,36290,443,1,66,16,0,0,10000,660000,0,58,5
"2610",0.003,17,53,50594,2,387,0,0,0,666.666666666667,129000,10,1,4
"2611",0.002,17,41094,53,2,150,0,0,0,1000,75000,35,59,5
"2612",0,6,443,33645,1,66,16,32,0,10000,660000,11,5,6
"2613",0.052,6,45115,443,3,1170,24,0,0,57.6923076923077,22500,28,12,4
"2614",0,6,80,36617,1,66,16,32,0,10000,660000,49,32,0
"2615",0.018,6,33542,80,2,132,17,0,0,111.111111111111,7333.33333333333,47,43,7
"2616",0.056,6,443,37875,6,4480,26,32,0,107.142857142857,80000,45,55,1
"2617",0,17,61657,53,1,84,0,0,0,10000,840000,51,31,5
"2618",0,6,80,45680,1,66,17,32,0,10000,660000,43,23,5
"2619",0,6,443,51744,1,66,16,32,0,10000,660000,48,3,7
"2620",0.253,6,49194,8082,2,319,24,0,0,7.90513833992095,1260.86956521739,1,50,5
"2621",1.606,6,44770,443,137,12872,26,0,0,85.3051058530511,8014.94396014944,16,51,3
"2622",0,6,41511,80,1,66,16,0,0,10000,660000,5,59,5
"2623",0,6,443,51784,3,446,25,32,0,30000,4460000,52,7,4
"2624",0,6,60981,443,1,66,16,0,0,10000,660000,28,32,0
"2625",0,6,47976,80,1,66,16,0,0,10000,660000,9,37,9
"2626",0,6,80,46396,1,74,18,0,0,10000,740000,32,45,9
"2627",0,6,80,50099,1,66,17,32,0,10000,660000,54,38,1
"2628",0,6,34041,80,1,66,16,0,0,10000,660000,56,25,9
"2629",0,6,80,59304,1,66,16,32,0,10000,660000,10,43,3
"2630",0,6,80,45599,1,66,16,32,0,10000,660000,45,53,7
"2631",0,6,47793,443,1,66,16,0,0,10000,660000,24,0,0
"2632",1.544,6,58606,443,6,1226,24,0,0,3.8860103626943,794.041450777202,22,54,1
"2633",0,6,443,58775,1,308,24,32,0,10000,3080000,3,15,4
"2634",0.09,6,443,35115,4,419,26,0,0,44.4444444444444,4655.55555555556,36,20,7
"2635",0,6,80,32940,1,66,16,32,0,10000,660000,1,6,9
"2636",0.232,6,39498,80,6,2221,26,0,0,25.8620689655172,9573.27586206897,40,10,4
"2637",0.019,6,443,37724,3,229,25,32,0,157.894736842105,12052.6315789474,8,14,7
"2638",0,6,443,57354,1,54,20,0,0,10000,540000,54,30,2
"2639",1.163,6,80,59846,6,3588,26,32,0,5.15907136715391,3085.12467755804,57,53,4
"2640",0.002,6,38663,443,2,132,17,0,0,1000,66000,40,25,0
"2641",0.086,6,443,45123,5,789,24,32,0,58.1395348837209,9174.41860465116,0,47,5
"2642",0,6,56296,443,1,55,16,0,0,10000,550000,57,36,7
"2643",0.002,17,57941,53,2,150,0,0,0,1000,75000,26,13,7
"2644",0,6,443,59109,1,66,16,32,0,10000,660000,30,31,6
"2645",0.032,6,80,48978,2,132,17,32,0,62.5,4125,19,33,6
"2646",0.051,6,80,45844,4,656,25,0,0,78.4313725490196,12862.7450980392,4,29,9
"2647",0,6,38373,443,3,198,17,0,0,30000,1980000,11,42,5
"2648",0,6,443,46377,1,112,24,32,0,10000,1120000,56,23,3
"2649",0,6,443,47376,2,163,25,32,0,20000,1630000,3,47,2
"2650",0,6,8082,48380,1,212,24,32,0,10000,2120000,50,52,3
"2651",0.178,6,443,47405,11,5152,26,32,0,61.7977528089888,28943.8202247191,10,34,2
"2652",0,6,80,57920,1,66,16,32,0,10000,660000,31,23,9
"2653",0.006,6,37191,445,2,174,24,0,0,333.333333333333,29000,16,9,1
"2654",0,6,33447,80,1,66,16,0,0,10000,660000,14,24,0
"2655",0.239,6,443,33172,2,132,17,32,0,8.36820083682008,552.301255230126,0,32,1
"2656",0.003,17,50196,53,2,178,0,0,0,666.666666666667,59333.3333333333,12,35,5
"2657",0.386,6,51053,80,57,4051,26,0,0,147.668393782383,10494.8186528497,5,26,9
"2658",0,6,35316,80,1,66,16,0,0,10000,660000,46,35,1
"2659",0,17,53,49569,1,188,0,0,0,10000,1880000,29,4,7
"2660",0,6,443,52828,1,66,16,32,0,10000,660000,41,48,1
"2661",0,6,445,43145,1,108,24,0,0,10000,1080000,5,4,5
"2662",0.019,6,42936,443,3,1532,24,0,0,157.894736842105,80631.5789473684,45,58,5
"2663",0.108,6,80,33015,2,108,17,32,0,18.5185185185185,1000,22,40,6
"2664",0.187,6,53500,443,10,5387,26,0,0,53.475935828877,28807.486631016,21,49,1
"2665",0,6,443,51164,1,66,16,32,0,10000,660000,19,25,1
"2666",0.016,6,41675,80,2,132,17,0,0,125,8250,48,44,5
"2667",0.004,6,53851,443,4,264,17,0,0,1000,66000,13,12,7
"2668",0.008,17,53,50599,2,535,0,0,0,250,66875,12,58,1
"2669",0,6,58830,443,1,66,16,0,0,10000,660000,7,50,8
"2670",0,6,58189,443,1,66,16,0,0,10000,660000,9,49,3
"2671",0.016,6,60310,80,2,140,18,0,0,125,8750,21,22,8
"2672",0,6,443,34271,1,66,16,32,0,10000,660000,9,8,5
"2673",0,6,42250,443,2,108,4,32,0,20000,1080000,0,45,8
"2674",0,17,53,58059,1,167,0,0,0,10000,1670000,34,47,7
"2675",0.569,6,80,49875,3,162,17,32,0,5.27240773286468,284.710017574692,12,37,6
"2676",0,6,80,34333,1,66,17,0,0,10000,660000,28,7,8
"2677",0,17,39666,53,2,168,0,0,0,20000,1680000,5,0,1
"2678",0,6,443,54116,1,66,17,32,0,10000,660000,24,11,9
"2679",0.053,6,48171,80,15,1328,26,0,0,283.018867924528,25056.6037735849,52,25,7
"2680",0,17,53,57408,2,302,0,0,0,20000,3020000,34,13,4
"2681",0,6,443,49409,1,66,16,32,0,10000,660000,30,6,5
"2682",0,6,80,58938,1,66,16,32,0,10000,660000,36,25,3
"2683",0,6,443,42793,1,66,16,0,0,10000,660000,7,44,2
"2684",0,6,80,59047,1,66,17,32,0,10000,660000,48,11,8
"2685",0,6,80,49026,1,66,16,32,0,10000,660000,44,24,4
"2686",0,6,443,58580,1,54,16,32,0,10000,540000,30,41,6
"2687",0,6,55726,80,1,66,16,0,0,10000,660000,3,40,4
"2688",0,6,443,41415,1,54,16,32,0,10000,540000,5,34,2
"2689",0.037,17,53,53878,2,430,0,0,0,54.0540540540541,11621.6216216216,30,58,4
"2690",0,6,80,58833,1,66,18,32,0,10000,660000,45,11,4
"2691",0,6,80,39177,1,66,16,0,0,10000,660000,7,5,9
"2692",0,6,443,60569,3,198,17,32,0,30000,1980000,15,1,2
"2693",0,6,58330,443,1,54,16,0,0,10000,540000,49,50,9
"2694",0.025,6,58136,80,2,140,18,0,0,80,5600,48,54,7
"2695",2.303,6,443,39612,43,21078,24,32,0,18.6712983065567,9152.40990013027,48,56,1
"2696",0.051,6,443,39870,2,1097,24,32,0,39.2156862745098,21509.8039215686,45,44,7
"2697",0,6,8082,51649,1,212,24,32,0,10000,2120000,56,25,3
"2698",0,6,60949,80,1,55,16,0,0,10000,550000,37,30,0
"2699",0.122,6,43721,443,7,1858,26,0,0,57.3770491803279,15229.5081967213,10,8,1
"2700",0,6,8082,44434,1,212,24,32,0,10000,2120000,53,46,7
"2701",0,6,80,59399,1,66,16,32,0,10000,660000,53,8,4
"2702",0,6,443,43102,1,66,16,0,0,10000,660000,31,14,4
"2703",0.385,6,41662,443,5,1623,24,0,0,12.987012987013,4215.58441558442,7,44,3
"2704",0.703,6,37576,443,16,3084,26,0,0,22.7596017069701,4386.91322901849,26,23,3
"2705",1.255,6,59014,80,25,2424,26,0,0,19.9203187250996,1931.47410358566,9,13,8
"2706",0,6,443,44856,1,54,16,32,0,10000,540000,20,40,3
"2707",0,6,55583,80,1,66,16,0,0,10000,660000,40,11,1
"2708",0,6,8082,51649,1,212,24,32,0,10000,2120000,38,30,6
"2709",1.382,6,44055,80,11,1020,26,0,0,7.95947901591896,738.060781476122,49,54,7
"2710",0,6,60852,443,1,66,16,0,0,10000,660000,39,3,4
"2711",0,6,54214,80,1,55,16,0,0,10000,550000,32,12,9
"2712",0,6,80,39641,1,66,16,0,0,10000,660000,49,39,7
"2713",0,17,53750,53,1,74,0,0,0,10000,740000,27,36,1
"2714",0,6,49796,80,1,55,16,0,0,10000,550000,15,0,9
"2715",0,6,80,55598,1,66,16,32,0,10000,660000,47,11,2
"2716",0,6,49478,443,3,198,17,0,0,30000,1980000,13,26,0
"2717",0.005,6,49094,445,2,174,24,0,0,400,34800,15,16,2
"2718",0,6,443,44553,1,66,16,32,0,10000,660000,15,27,7
"2719",0.722,6,80,58222,3,2586,24,32,0,4.15512465373961,3581.71745152355,29,50,0
"2720",0,6,443,54128,1,66,16,32,0,10000,660000,4,47,7
"2721",0,6,43642,443,1,66,16,0,0,10000,660000,4,9,7
"2722",0,6,35403,80,1,54,16,0,0,10000,540000,50,44,5
"2723",0,17,53,47241,2,388,0,0,0,20000,3880000,52,12,1
"2724",0.037,6,80,54276,3,1114,26,32,0,81.0810810810811,30108.1081081081,42,4,1
"2725",0,6,443,56439,1,66,16,32,0,10000,660000,52,31,4
"2726",0.083,6,443,59548,7,6839,26,32,0,84.3373493975904,82397.5903614458,57,44,1
"2727",0,6,62339,80,1,55,16,0,0,10000,550000,24,19,2
"2728",0,6,80,59270,1,66,16,32,0,10000,660000,29,10,5
"2729",0,6,443,34225,1,66,16,32,0,10000,660000,8,47,0
"2730",0.355,6,50477,80,6,828,26,0,0,16.9014084507042,2332.39436619718,13,47,3
"2731",0.375,6,56239,443,10,1443,26,0,0,26.6666666666667,3848,2,14,3
"2732",0,6,80,33206,1,78,16,32,0,10000,780000,51,6,6
"2733",0,6,40288,443,1,66,16,0,0,10000,660000,20,7,0
"2734",0,6,63672,443,1,55,16,0,0,10000,550000,46,39,8
"2735",0,6,8082,49197,1,200,24,32,0,10000,2e+06,35,47,5
"2736",0.261,6,443,54433,4,365,26,32,0,15.3256704980843,1398.46743295019,42,48,2
"2737",0.294,6,443,58956,9,15299,26,32,0,30.6122448979592,52037.4149659864,30,45,5
"2738",0,6,443,51506,1,66,16,0,0,10000,660000,28,41,5
"2739",0,6,80,54412,1,54,17,0,0,10000,540000,32,50,7
"2740",0.225,6,50744,443,2,154,24,0,0,8.88888888888889,684.444444444444,27,14,8
"2741",1.73,6,43278,80,3,198,17,0,0,1.73410404624277,114.450867052023,22,30,7
"2742",0.15,6,54758,443,7,1812,26,0,0,46.6666666666667,12080,26,45,4
"2743",0,6,443,63576,1,66,16,32,0,10000,660000,8,8,9
"2744",0.001,6,34501,443,3,162,4,32,0,3000,162000,49,31,8
"2745",0,6,32982,443,1,66,16,0,0,10000,660000,21,17,8
"2746",0,17,53,58666,1,93,0,0,0,10000,930000,53,12,7
"2747",0,6,443,58247,1,66,16,32,0,10000,660000,57,28,4
"2748",0.048,6,52957,443,3,174,21,0,0,62.5,3625,43,47,5
"2749",0.138,6,56042,80,4,1696,24,0,0,28.9855072463768,12289.8550724638,50,17,6
"2750",0.04,17,53,39592,2,488,0,0,0,50,12200,30,36,6
"2751",0,6,443,53573,1,66,16,32,0,10000,660000,53,49,4
"2752",0,17,53,35253,2,533,0,0,0,20000,5330000,9,50,7
"2753",0,17,53,63932,1,299,0,0,0,10000,2990000,39,51,0
"2754",0.284,6,59946,80,4,761,26,0,0,14.0845070422535,2679.57746478873,9,38,0
"2755",0.075,6,443,52928,7,6253,26,32,0,93.3333333333333,83373.3333333333,1,11,2
"2756",0.002,17,37528,53,2,144,0,0,0,1000,72000,37,36,1
"2757",0.099,6,80,37189,3,1469,26,32,0,30.3030303030303,14838.3838383838,36,34,8
"2758",0.113,6,58068,443,8,849,26,0,0,70.7964601769911,7513.27433628319,34,29,4
"2759",0.038,17,32820,53,2,164,0,0,0,52.6315789473684,4315.78947368421,18,41,7
"2760",0,6,80,44327,1,66,16,32,0,10000,660000,19,20,9
"2761",0.022,6,80,44646,9,28890,26,32,0,409.090909090909,1313181.81818182,5,18,1
"2762",0,6,80,42870,1,66,17,32,0,10000,660000,10,56,5
"2763",0,6,80,51973,1,66,16,32,0,10000,660000,12,0,2
"2764",0,17,56494,53,1,78,0,0,0,10000,780000,33,50,0
"2765",0,6,80,58851,1,66,16,32,0,10000,660000,30,26,7
"2766",0.114,6,39556,443,11,1248,26,0,0,96.4912280701754,10947.3684210526,56,47,6
"2767",0.311,6,36287,443,30,2711,26,0,0,96.4630225080386,8717.04180064309,18,6,4
"2768",0.8,6,35465,80,4,2127,26,0,0,5,2658.75,5,59,6
"2769",0.017,6,53197,80,2,120,18,0,0,117.647058823529,7058.82352941176,26,21,8
"2770",0.066,6,443,44034,5,1108,26,0,0,75.7575757575758,16787.8787878788,55,24,3
"2771",0,6,34743,445,1,66,16,0,0,10000,660000,29,52,0
"2772",0.047,6,46647,443,5,906,26,0,0,106.382978723404,19276.5957446808,22,13,7
"2773",0,6,443,45057,1,66,16,32,0,10000,660000,6,8,1
"2774",0.102,6,52419,80,2,108,17,0,0,19.6078431372549,1058.82352941176,21,22,5
"2775",0.103,6,48738,80,2,132,17,0,0,19.4174757281553,1281.55339805825,6,3,7
"2776",0,6,443,34411,1,66,16,0,0,10000,660000,25,4,5
"2777",0,6,55404,443,1,66,16,0,0,10000,660000,28,33,5
"2778",0,6,80,35920,1,66,17,0,0,10000,660000,59,57,0
"2779",1.157,6,49933,80,3,1221,28,0,0,2.59291270527226,1055.31547104581,16,14,8
"2780",0,6,37808,443,1,66,16,0,0,10000,660000,59,29,0
"2781",0,6,57458,80,1,66,16,0,0,10000,660000,52,58,8
"2782",0,6,80,53944,1,66,16,32,0,10000,660000,45,3,2
"2783",0.037,17,53,52977,2,390,0,0,0,54.0540540540541,10540.5405405405,16,7,9
"2784",0,17,64385,53,1,76,0,0,0,10000,760000,42,7,3
"2785",0,6,445,60689,1,108,24,0,0,10000,1080000,51,43,8
"2786",0,6,443,36691,1,54,17,32,0,10000,540000,36,22,5
"2787",0,6,443,35526,1,112,24,32,0,10000,1120000,40,59,5
"2788",0,6,443,54083,1,66,16,32,0,10000,660000,8,13,2
"2789",1.17,6,56418,443,10,1379,26,0,0,8.54700854700855,1178.63247863248,22,36,6
"2790",0,6,41220,80,1,66,16,0,0,10000,660000,30,36,9
"2791",0,6,443,42653,4,295,25,0,0,40000,2950000,1,58,2
"2792",0,6,35079,80,1,66,16,0,0,10000,660000,1,36,7
"2793",0.191,6,443,39610,7,1302,26,32,0,36.6492146596859,6816.75392670157,27,24,2
"2794",0.064,6,57805,443,2,178,24,0,0,31.25,2781.25,56,22,2
"2795",0,6,51261,80,1,66,16,0,0,10000,660000,43,34,2
"2796",0,6,443,47680,1,54,16,0,0,10000,540000,23,27,7
"2797",0,6,48721,443,1,66,16,0,0,10000,660000,22,47,8
"2798",0,17,45473,53,2,154,0,0,0,20000,1540000,39,17,1
"2799",0.178,6,443,33104,2,163,25,32,0,11.2359550561798,915.730337078652,51,47,2
"2800",0,6,35892,443,1,66,16,0,0,10000,660000,0,58,2
"2801",0,6,58834,80,1,66,16,0,0,10000,660000,12,41,9
"2802",0.267,6,43316,443,6,640,26,0,0,22.4719101123595,2397.00374531835,43,7,8
"2803",0,6,34860,80,1,66,16,0,0,10000,660000,15,56,6
"2804",0,6,62368,80,1,55,16,0,0,10000,550000,5,44,9
"2805",0.034,17,53,40354,2,237,0,0,0,58.8235294117647,6970.58823529412,45,48,4
